zone_id,timestamp,temperature,humidity,air_pressure,dust_concentration,noise_level,light_intensity
Zone-B,2024-03-14 19:30:00,24.1,48.5,101.15,17.6,63.9,560.0
Zone-A,2024-03-14 20:00:00,22.3,53.7,101.43,12.3,59.0,539.0
Zone-B,2024-03-14 20:30:00,22.8,46.9,101.46,19.2,62.9,403.0
Zone-A,2024-03-14 21:00:00,23.5,53.8,101.15,17.3,66.0,495.0
Zone-C,2024-03-14 21:30:00,22.9,48.5,101.08,16.2,65.8,373.0
Zone-C,2024-03-14 22:00:00,20.2,48.0,101.4,10.4,64.0,597.0
Zone-C,2024-03-14 22:30:00,22.1,50.4,101.29,17.9,65.1,489.0
Zone-B,2024-03-14 23:00:00,22.2,54.0,101.38,15.2,68.5,474.0
Zone-B,2024-03-14 23:30:00,17.2,51.3,101.39,13.1,64.2,563.0
Zone-B,2024-03-15 00:00:00,22.7,54.4,101.35,14.5,67.1,518.0
Zone-B,2024-03-15 00:30:00,22.7,49.3,101.19,13.4,66.6,532.0
Zone-C,2024-03-15 01:00:00,18.1,47.8,100.98,13.5,63.2,507.0
Zone-A,2024-03-15 01:30:00,22.3,56.4,101.37,16.9,60.7,483.0
Zone-D,2024-03-15 02:00:00,20.4,51.8,101.31,14.0,67.9,487.0
Zone-C,2024-03-15 02:30:00,24.0,54.0,101.17,18.3,65.3,480.0
Zone-A,2024-03-15 03:00:00,22.6,45.2,101.19,16.3,64.1,554.0
Zone-C,2024-03-15 03:30:00,21.4,50.4,101.28,10.4,66.2,516.0
Zone-C,2024-03-15 04:00:00,19.1,42.6,101.21,18.7,73.2,409.0
Zone-B,2024-03-15 04:30:00,24.4,53.5,101.18,20.6,66.4,489.0
Zone-D,2024-03-15 05:00:00,19.3,50.3,101.31,21.7,62.2,456.0
Zone-D,2024-03-15 05:30:00,21.2,58.0,101.07,18.9,60.3,522.0
Zone-A,2024-03-15 06:00:00,22.1,47.9,101.44,12.6,60.2,484.0
Zone-D,2024-03-15 06:30:00,20.6,50.8,101.24,19.7,64.0,514.0
Zone-B,2024-03-15 07:00:00,20.3,48.7,101.12,18.6,62.7,467.0
Zone-C,2024-03-15 07:30:00,22.4,47.9,101.58,20.9,62.3,542.0
Zone-C,2024-03-15 08:00:00,20.7,48.9,101.44,15.4,65.5,555.0
Zone-D,2024-03-15 08:30:00,23.6,50.2,101.17,15.0,62.0,539.0
Zone-D,2024-03-15 09:00:00,21.7,46.7,101.57,15.0,62.8,557.0
Zone-C,2024-03-15 09:30:00,23.9,44.3,101.52,15.5,67.9,497.0
Zone-D,2024-03-15 10:00:00,22.6,49.1,101.5,13.0,68.1,509.0
Zone-B,2024-03-15 10:30:00,23.1,47.0,101.38,16.6,70.6,535.0
Zone-A,2024-03-15 11:00:00,21.1,48.1,101.45,13.4,63.4,457.0
Zone-C,2024-03-15 11:30:00,22.2,50.7,101.23,20.1,66.7,588.0
Zone-C,2024-03-15 12:00:00,22.2,47.8,101.1,14.6,67.3,485.0
Zone-C,2024-03-15 12:30:00,23.3,54.2,101.14,11.7,67.8,513.0
Zone-A,2024-03-15 13:00:00,22.5,52.1,100.99,16.3,65.5,523.0
Zone-D,2024-03-15 13:30:00,20.6,50.2,101.2,18.1,64.7,470.0
Zone-C,2024-03-15 14:00:00,20.5,52.6,101.5,20.8,64.0,449.0
Zone-A,2024-03-15 14:30:00,21.8,47.9,101.17,16.4,68.3,521.0
Zone-D,2024-03-15 15:00:00,22.2,52.5,101.25,19.3,74.0,469.0
Zone-A,2024-03-15 15:30:00,23.8,53.6,101.41,18.9,66.1,532.0
Zone-D,2024-03-15 16:00:00,22.1,50.4,101.43,16.3,61.9,525.0
Zone-A,2024-03-15 16:30:00,21.6,48.3,101.49,12.2,64.2,447.0
Zone-C,2024-03-15 17:00:00,21.4,57.2,101.15,14.5,69.2,522.0
Zone-A,2024-03-15 17:30:00,21.8,47.9,101.43,14.0,71.5,486.0
Zone-B,2024-03-15 18:00:00,24.5,52.6,101.47,14.5,63.6,487.0
Zone-B,2024-03-15 18:30:00,23.6,51.6,100.93,11.1,64.6,527.0
Zone-A,2024-03-15 19:00:00,21.7,48.5,101.1,17.7,65.3,584.0
Zone-A,2024-03-15 19:30:00,20.1,52.1,101.41,17.5,67.5,475.0
Zone-D,2024-03-15 20:00:00,21.7,50.5,101.1,18.1,57.6,442.0
Zone-A,2024-03-15 20:30:00,19.5,53.3,101.34,13.4,65.3,513.0
Zone-C,2024-03-15 21:00:00,20.1,50.4,101.58,19.7,67.6,513.0
Zone-A,2024-03-15 21:30:00,23.4,52.1,101.08,12.3,66.9,467.0
Zone-B,2024-03-15 22:00:00,20.5,53.9,101.31,14.8,61.4,478.0
Zone-C,2024-03-15 22:30:00,21.5,47.3,101.06,20.2,69.2,495.0
Zone-C,2024-03-15 23:00:00,20.0,44.8,101.21,8.2,63.6,399.0
Zone-D,2024-03-15 23:30:00,21.9,50.6,101.26,21.5,64.4,587.0
Zone-D,2024-03-16 00:00:00,22.4,56.0,100.95,11.8,64.1,580.0
Zone-A,2024-03-16 00:30:00,21.6,48.0,101.42,17.7,62.7,466.0
Zone-C,2024-03-16 01:00:00,24.5,53.7,101.6,17.8,62.4,498.0
Zone-B,2024-03-16 01:30:00,20.4,52.9,101.19,9.9,65.3,556.0
Zone-D,2024-03-16 02:00:00,19.9,49.6,101.19,18.0,58.9,557.0
Zone-D,2024-03-16 02:30:00,20.9,49.5,101.47,19.4,65.2,464.0
Zone-C,2024-03-16 03:00:00,21.2,53.5,101.12,16.0,65.0,538.0
Zone-A,2024-03-16 03:30:00,22.1,48.7,101.2,13.4,60.9,525.0
Zone-B,2024-03-16 04:00:00,22.3,45.6,101.22,14.2,63.2,494.0
Zone-B,2024-03-16 04:30:00,21.8,52.7,101.3,16.8,60.8,447.0
Zone-D,2024-03-16 05:00:00,19.9,48.8,101.31,20.0,62.5,542.0
Zone-C,2024-03-16 05:30:00,20.8,50.1,101.27,12.2,62.5,580.0
Zone-B,2024-03-16 06:00:00,21.2,53.0,101.44,13.2,65.0,506.0
Zone-B,2024-03-16 06:30:00,22.7,48.8,101.0,12.9,68.5,498.0
Zone-A,2024-03-16 07:00:00,21.4,45.6,101.55,14.4,68.3,534.0
Zone-B,2024-03-16 07:30:00,23.2,55.0,101.32,14.6,69.7,542.0
Zone-D,2024-03-16 08:00:00,20.9,53.1,101.6,8.1,61.3,459.0
Zone-C,2024-03-16 08:30:00,23.1,52.4,101.4,17.6,61.7,440.0
Zone-A,2024-03-16 09:00:00,23.9,50.3,101.54,12.9,61.8,436.0
Zone-D,2024-03-16 09:30:00,23.2,53.4,101.41,13.5,66.9,530.0
Zone-B,2024-03-16 10:00:00,19.0,48.9,101.36,18.3,64.7,507.0
Zone-A,2024-03-16 10:30:00,21.9,50.8,101.03,13.2,58.3,478.0
Zone-B,2024-03-16 11:00:00,22.7,47.6,101.25,16.2,73.2,496.0
Zone-D,2024-03-16 11:30:00,23.1,49.4,101.37,14.9,63.7,490.0
Zone-D,2024-03-16 12:00:00,23.9,50.9,101.06,13.7,62.3,546.0
Zone-D,2024-03-16 12:30:00,20.9,52.6,101.5,15.4,66.6,475.0
Zone-D,2024-03-16 13:00:00,23.3,46.3,101.21,14.1,68.0,585.0
Zone-A,2024-03-16 13:30:00,21.3,49.7,101.06,14.8,68.3,410.0
Zone-D,2024-03-16 14:00:00,22.0,52.2,101.31,14.4,67.6,460.0
Zone-D,2024-03-16 14:30:00,20.8,44.5,101.37,15.7,63.3,455.0
Zone-D,2024-03-16 15:00:00,21.9,50.3,101.06,9.2,59.8,427.0
Zone-D,2024-03-16 15:30:00,20.2,49.7,101.32,14.5,66.1,520.0
Zone-A,2024-03-16 16:00:00,22.5,50.3,101.09,11.0,63.3,557.0
Zone-A,2024-03-16 16:30:00,25.5,51.7,101.37,18.2,69.5,454.0
Zone-B,2024-03-16 17:00:00,26.4,54.8,101.03,12.0,73.5,552.0
Zone-C,2024-03-16 17:30:00,21.1,50.2,101.45,17.7,69.1,512.0
Zone-D,2024-03-16 18:00:00,22.4,48.9,101.11,12.1,64.6,517.0
Zone-B,2024-03-16 18:30:00,19.8,56.1,101.16,12.4,64.9,382.0
Zone-C,2024-03-16 19:00:00,22.5,47.0,100.92,15.4,65.4,597.0
Zone-B,2024-03-16 19:30:00,22.3,50.5,101.31,7.3,65.2,498.0
Zone-A,2024-03-16 20:00:00,21.8,47.5,101.41,12.1,67.1,519.0
Zone-B,2024-03-16 20:30:00,24.1,48.6,101.57,15.6,64.8,457.0
Zone-B,2024-03-16 21:00:00,22.6,48.6,101.29,17.3,64.9,516.0
Zone-B,2024-03-16 21:30:00,24.3,51.7,101.16,13.8,65.4,606.0
Zone-B,2024-03-16 22:00:00,20.0,50.6,101.57,16.8,64.6,414.0
Zone-C,2024-03-16 22:30:00,24.3,48.6,101.11,15.8,69.3,520.0
Zone-A,2024-03-16 23:00:00,21.5,50.7,101.32,13.6,65.2,459.0
Zone-A,2024-03-16 23:30:00,20.5,51.7,101.22,14.9,62.7,472.0
Zone-B,2024-03-17 00:00:00,21.3,48.2,101.22,15.6,69.2,538.0
Zone-D,2024-03-17 00:30:00,21.5,48.1,100.94,13.0,61.7,503.0
Zone-D,2024-03-17 01:00:00,24.5,48.8,101.01,14.4,63.7,563.0
Zone-B,2024-03-17 01:30:00,19.2,47.0,101.45,10.3,66.7,467.0
Zone-D,2024-03-17 02:00:00,23.5,49.9,101.27,16.8,65.1,438.0
Zone-D,2024-03-17 02:30:00,21.2,45.1,101.13,8.6,72.0,499.0
Zone-C,2024-03-17 03:00:00,22.8,47.5,101.41,17.3,67.8,496.0
Zone-A,2024-03-17 03:30:00,23.5,48.2,101.37,15.1,61.5,409.0
Zone-A,2024-03-17 04:00:00,21.6,49.1,101.25,18.1,69.1,533.0
Zone-D,2024-03-17 04:30:00,22.9,49.8,101.34,16.3,65.4,530.0
Zone-D,2024-03-17 05:00:00,22.1,48.5,101.35,14.3,69.4,479.0
Zone-A,2024-03-17 05:30:00,26.3,54.9,101.07,18.8,64.6,528.0
Zone-C,2024-03-17 06:00:00,24.4,47.7,101.21,17.3,63.9,389.0
Zone-B,2024-03-17 06:30:00,23.4,51.1,101.3,15.4,71.7,551.0
Zone-C,2024-03-17 07:00:00,20.7,50.4,101.54,18.5,60.5,475.0
Zone-C,2024-03-17 07:30:00,20.3,51.9,101.12,19.7,68.9,488.0
Zone-D,2024-03-17 08:00:00,20.1,47.6,101.39,17.6,64.9,372.0
Zone-A,2024-03-17 08:30:00,23.0,43.9,100.88,18.0,61.4,513.0
Zone-C,2024-03-17 09:00:00,22.1,47.6,101.34,13.3,65.1,481.0
Zone-C,2024-03-17 09:30:00,21.2,48.0,101.12,17.6,63.6,443.0
Zone-A,2024-03-17 10:00:00,21.4,48.4,101.22,17.1,63.1,481.0
Zone-B,2024-03-17 10:30:00,23.0,51.3,101.16,17.9,67.7,542.0
Zone-B,2024-03-17 11:00:00,22.5,49.5,101.09,10.8,64.7,501.0
Zone-B,2024-03-17 11:30:00,21.6,49.7,101.57,19.9,61.7,514.0
Zone-C,2024-03-17 12:00:00,22.1,52.0,101.65,21.6,67.2,502.0
Zone-A,2024-03-17 12:30:00,21.5,57.5,101.15,17.5,64.2,433.0
Zone-D,2024-03-17 13:00:00,24.6,44.8,100.87,17.1,64.1,522.0
Zone-C,2024-03-17 13:30:00,22.0,51.8,101.24,17.7,67.8,577.0
Zone-D,2024-03-17 14:00:00,23.9,49.7,101.44,16.3,66.3,434.0
Zone-C,2024-03-17 14:30:00,23.1,51.8,101.66,18.5,65.4,495.0
Zone-D,2024-03-17 15:00:00,20.5,55.5,101.09,9.4,67.7,504.0
Zone-C,2024-03-17 15:30:00,22.4,50.6,101.09,16.1,64.0,477.0
Zone-B,2024-03-17 16:00:00,24.1,52.4,100.84,15.6,68.2,438.0
Zone-D,2024-03-17 16:30:00,20.7,53.0,101.21,9.1,68.6,491.0
Zone-A,2024-03-17 17:00:00,22.6,49.9,101.52,11.7,67.0,566.0
Zone-A,2024-03-17 17:30:00,20.0,47.8,101.63,18.2,62.5,439.0
Zone-D,2024-03-17 18:00:00,22.4,51.0,101.29,22.0,66.9,458.0
Zone-B,2024-03-17 18:30:00,23.6,50.2,101.16,17.7,69.4,511.0
Zone-D,2024-03-17 19:00:00,20.5,50.3,101.11,15.7,67.3,401.0
Zone-B,2024-03-17 19:30:00,23.1,48.9,101.19,11.0,61.8,588.0
Zone-D,2024-03-17 20:00:00,23.3,53.9,101.13,20.4,64.8,461.0
Zone-B,2024-03-17 20:30:00,20.4,46.9,101.15,12.3,67.7,630.0
Zone-A,2024-03-17 21:00:00,21.6,49.3,100.93,12.2,60.1,541.0
Zone-C,2024-03-17 21:30:00,24.9,46.8,101.26,14.3,67.1,505.0
Zone-D,2024-03-17 22:00:00,25.2,47.8,101.48,13.2,60.2,571.0
Zone-C,2024-03-17 22:30:00,24.8,51.2,101.17,11.6,66.7,394.0
Zone-C,2024-03-17 23:00:00,23.3,48.7,101.21,11.8,60.7,497.0
Zone-B,2024-03-17 23:30:00,22.3,49.7,101.52,15.2,67.1,427.0
Zone-B,2024-03-18 00:00:00,21.3,54.5,101.49,16.0,63.9,453.0
Zone-D,2024-03-18 00:30:00,21.2,51.9,100.9,20.4,68.7,561.0
Zone-D,2024-03-18 01:00:00,22.9,50.3,101.38,13.9,71.4,493.0
Zone-D,2024-03-18 01:30:00,21.3,49.2,101.16,17.4,63.4,494.0
Zone-C,2024-03-18 02:00:00,24.0,53.2,101.1,18.5,60.8,425.0
Zone-A,2024-03-18 02:30:00,21.5,50.9,101.26,16.3,63.9,397.0
Zone-C,2024-03-18 03:00:00,21.7,45.4,101.3,11.2,66.6,568.0
Zone-A,2024-03-18 03:30:00,19.4,43.9,101.24,18.4,65.5,479.0
Zone-A,2024-03-18 04:00:00,20.4,52.2,101.61,9.4,65.9,627.0
Zone-B,2024-03-18 04:30:00,21.1,49.4,101.29,13.8,68.3,590.0
Zone-C,2024-03-18 05:00:00,19.4,47.2,101.55,16.8,66.3,535.0
Zone-A,2024-03-18 05:30:00,22.1,51.4,101.23,14.3,64.7,480.0
Zone-B,2024-03-18 06:00:00,22.7,50.9,100.93,14.4,65.1,577.0
Zone-C,2024-03-18 06:30:00,21.6,50.3,101.28,19.0,61.4,461.0
Zone-C,2024-03-18 07:00:00,20.7,50.0,101.0,19.4,66.2,529.0
Zone-A,2024-03-18 07:30:00,25.2,49.0,101.47,16.7,69.6,535.0
Zone-B,2024-03-18 08:00:00,21.2,51.3,101.17,13.6,65.0,491.0
Zone-C,2024-03-18 08:30:00,20.7,43.2,101.36,16.1,66.1,595.0
Zone-C,2024-03-18 09:00:00,19.7,54.7,101.8,20.3,64.0,523.0
Zone-C,2024-03-18 09:30:00,20.8,48.0,101.64,17.1,67.3,444.0
Zone-D,2024-03-18 10:00:00,19.8,53.2,101.38,14.1,70.2,530.0
Zone-D,2024-03-18 10:30:00,20.7,44.2,101.42,13.6,64.6,489.0
Zone-B,2024-03-18 11:00:00,24.1,52.5,101.28,14.6,65.9,566.0
Zone-B,2024-03-18 11:30:00,22.1,48.3,101.06,14.7,61.4,517.0
Zone-B,2024-03-18 12:00:00,22.7,53.6,101.26,18.1,69.8,504.0
Zone-A,2024-03-18 12:30:00,25.4,54.3,101.2,23.8,64.8,570.0
Zone-C,2024-03-18 13:00:00,22.9,50.9,101.56,15.5,64.8,498.0
Zone-D,2024-03-18 13:30:00,20.3,53.2,101.17,15.6,65.1,530.0
Zone-B,2024-03-18 14:00:00,22.0,49.2,101.38,16.0,61.8,495.0
Zone-B,2024-03-18 14:30:00,23.9,57.4,100.96,17.5,65.3,470.0
Zone-A,2024-03-18 15:00:00,21.4,47.2,101.03,16.2,70.3,518.0
Zone-C,2024-03-18 15:30:00,22.3,48.1,101.11,15.1,61.9,556.0
Zone-C,2024-03-18 16:00:00,21.1,47.5,101.75,18.9,61.4,456.0
Zone-C,2024-03-18 16:30:00,21.7,49.5,101.21,19.0,65.6,498.0
Zone-D,2024-03-18 17:00:00,21.1,46.8,101.18,12.4,61.2,554.0
Zone-A,2024-03-18 17:30:00,23.4,48.9,101.56,16.8,61.8,427.0
Zone-C,2024-03-18 18:00:00,22.5,51.4,101.04,13.4,67.6,579.0
Zone-D,2024-03-18 18:30:00,22.1,50.2,101.21,19.5,66.7,458.0
Zone-C,2024-03-18 19:00:00,23.2,47.9,101.11,13.7,62.4,455.0
Zone-B,2024-03-18 19:30:00,19.9,47.9,101.19,10.9,66.6,412.0
Zone-B,2024-03-18 20:00:00,21.4,52.0,101.53,13.3,68.0,482.0
Zone-C,2024-03-18 20:30:00,25.4,45.6,101.1,15.5,61.2,465.0
Zone-A,2024-03-18 21:00:00,22.7,50.6,101.29,14.9,57.6,507.0
Zone-A,2024-03-18 21:30:00,21.0,48.9,100.98,17.0,66.7,442.0
Zone-C,2024-03-18 22:00:00,22.3,54.9,101.33,9.0,63.3,506.0
Zone-D,2024-03-18 22:30:00,25.2,46.4,101.27,11.8,67.6,482.0
Zone-D,2024-03-18 23:00:00,17.9,48.8,101.28,16.2,65.5,533.0
Zone-C,2024-03-18 23:30:00,21.8,50.3,101.3,13.8,66.7,542.0
Zone-B,2024-03-19 00:00:00,21.9,48.5,101.08,16.1,62.0,508.0
Zone-A,2024-03-19 00:30:00,22.2,53.2,101.58,5.9,64.4,395.0
Zone-B,2024-03-19 01:00:00,23.7,49.9,101.53,15.8,60.9,452.0
Zone-A,2024-03-19 01:30:00,21.8,51.7,101.31,15.5,63.9,556.0
Zone-C,2024-03-19 02:00:00,22.2,50.1,101.36,13.8,63.9,524.0
Zone-A,2024-03-19 02:30:00,23.2,52.6,101.26,15.4,63.2,539.0
Zone-C,2024-03-19 03:00:00,20.6,50.7,101.48,15.4,65.9,486.0
Zone-C,2024-03-19 03:30:00,19.2,48.0,101.31,12.9,66.5,427.0
Zone-B,2024-03-19 04:00:00,19.1,52.1,101.24,16.0,63.4,528.0
Zone-D,2024-03-19 04:30:00,24.0,54.3,101.17,13.7,65.5,594.0
Zone-D,2024-03-19 05:00:00,20.3,46.6,101.47,13.0,67.0,471.0
Zone-D,2024-03-19 05:30:00,22.5,48.5,101.1,15.4,61.4,523.0
Zone-D,2024-03-19 06:00:00,21.6,45.9,101.36,15.8,57.9,497.0
Zone-A,2024-03-19 06:30:00,22.0,50.3,100.94,16.1,66.5,453.0
Zone-B,2024-03-19 07:00:00,19.9,47.1,101.33,11.3,60.9,605.0
Zone-A,2024-03-19 07:30:00,22.0,49.1,101.17,13.7,70.4,541.0
Zone-C,2024-03-19 08:00:00,25.6,51.2,101.11,15.8,66.6,531.0
Zone-A,2024-03-19 08:30:00,21.3,55.4,101.05,16.0,64.1,461.0
Zone-A,2024-03-19 09:00:00,22.4,53.8,101.38,15.8,58.9,546.0
Zone-A,2024-03-19 09:30:00,21.4,51.6,101.48,15.6,59.0,571.0
Zone-D,2024-03-19 10:00:00,24.7,52.4,101.15,18.7,64.2,497.0
Zone-B,2024-03-19 10:30:00,23.8,51.9,100.83,15.6,68.6,432.0
Zone-A,2024-03-19 11:00:00,23.5,45.0,101.26,16.6,64.2,559.0
Zone-C,2024-03-19 11:30:00,19.9,52.4,101.31,12.4,66.3,496.0
Zone-B,2024-03-19 12:00:00,24.2,51.8,101.38,13.0,65.4,471.0
Zone-A,2024-03-19 12:30:00,21.9,53.7,101.24,10.7,66.5,539.0
Zone-C,2024-03-19 13:00:00,24.4,52.6,101.25,15.8,66.2,522.0
Zone-A,2024-03-19 13:30:00,18.3,48.3,101.4,18.3,63.1,479.0
Zone-A,2024-03-19 14:00:00,21.6,49.6,101.47,12.8,67.6,571.0
Zone-C,2024-03-19 14:30:00,21.4,48.7,101.33,13.2,64.7,427.0
Zone-B,2024-03-19 15:00:00,23.3,55.0,101.17,10.1,67.8,479.0
Zone-D,2024-03-19 15:30:00,21.0,49.6,101.06,16.4,61.2,441.0
Zone-D,2024-03-19 16:00:00,20.2,50.5,100.94,21.3,63.9,394.0
Zone-D,2024-03-19 16:30:00,20.4,51.8,101.57,15.5,65.3,423.0
Zone-B,2024-03-19 17:00:00,24.2,51.7,101.36,15.1,66.6,460.0
Zone-A,2024-03-19 17:30:00,23.4,52.4,101.28,14.2,58.5,413.0
Zone-A,2024-03-19 18:00:00,22.8,52.7,101.51,11.0,71.9,550.0
Zone-D,2024-03-19 18:30:00,21.1,50.5,100.96,13.1,66.6,503.0
Zone-A,2024-03-19 19:00:00,24.6,45.6,101.28,11.6,69.6,513.0
Zone-D,2024-03-19 19:30:00,22.0,49.6,101.12,18.6,65.5,512.0
Zone-A,2024-03-19 20:00:00,22.9,47.4,101.7,19.7,64.9,485.0
Zone-A,2024-03-19 20:30:00,23.0,53.4,101.65,16.9,65.4,507.0
Zone-D,2024-03-19 21:00:00,19.2,48.7,101.37,8.2,65.5,459.0
Zone-C,2024-03-19 21:30:00,24.4,49.1,101.25,14.6,65.0,540.0
Zone-D,2024-03-19 22:00:00,21.5,50.1,101.46,15.0,67.0,478.0
Zone-C,2024-03-19 22:30:00,22.5,53.9,101.42,9.4,66.7,442.0
Zone-B,2024-03-19 23:00:00,20.6,51.5,101.11,11.7,65.0,469.0
Zone-C,2024-03-19 23:30:00,19.6,51.7,101.5,17.7,62.3,521.0
Zone-D,2024-03-20 00:00:00,21.3,46.2,101.15,6.5,61.8,427.0
Zone-A,2024-03-20 00:30:00,22.3,50.9,100.96,17.5,63.2,447.0
Zone-D,2024-03-20 01:00:00,19.3,47.6,101.27,18.0,64.7,484.0
Zone-A,2024-03-20 01:30:00,22.9,50.4,101.0,13.7,63.3,493.0
Zone-B,2024-03-20 02:00:00,21.3,47.6,101.59,14.9,66.4,494.0
Zone-D,2024-03-20 02:30:00,23.2,49.7,101.49,6.4,65.3,513.0
Zone-B,2024-03-20 03:00:00,22.5,46.7,101.16,11.9,66.5,545.0
Zone-B,2024-03-20 03:30:00,19.5,50.6,101.13,20.2,66.7,482.0
Zone-A,2024-03-20 04:00:00,21.8,53.9,101.31,9.6,69.6,541.0
Zone-C,2024-03-20 04:30:00,21.2,51.8,101.18,13.1,64.6,530.0
Zone-C,2024-03-20 05:00:00,22.7,52.8,101.39,19.4,70.2,515.0
Zone-B,2024-03-20 05:30:00,21.5,49.5,100.91,15.1,63.1,465.0
Zone-B,2024-03-20 06:00:00,21.9,43.7,101.26,15.6,60.4,568.0
Zone-A,2024-03-20 06:30:00,22.7,53.9,101.39,16.1,69.6,566.0
Zone-D,2024-03-20 07:00:00,24.9,49.6,101.14,11.5,62.1,534.0
Zone-A,2024-03-20 07:30:00,26.1,54.5,101.26,17.3,63.3,475.0
Zone-A,2024-03-20 08:00:00,20.4,47.1,101.41,19.4,68.1,573.0
Zone-B,2024-03-20 08:30:00,23.2,49.9,101.19,16.7,60.0,470.0
Zone-B,2024-03-20 09:00:00,20.8,53.7,101.02,17.8,66.2,520.0
Zone-A,2024-03-20 09:30:00,21.3,45.6,101.4,17.7,66.5,493.0
Zone-B,2024-03-20 10:00:00,20.3,48.1,101.39,12.6,62.1,428.0
Zone-D,2024-03-20 10:30:00,22.8,51.5,101.53,8.6,68.5,556.0
Zone-C,2024-03-20 11:00:00,23.8,50.4,101.34,15.7,62.3,456.0
Zone-C,2024-03-20 11:30:00,22.3,49.3,101.44,13.9,60.6,429.0
Zone-A,2024-03-20 12:00:00,20.9,52.2,101.2,15.9,60.0,508.0
Zone-C,2024-03-20 12:30:00,22.1,53.6,101.33,17.3,70.8,502.0
Zone-B,2024-03-20 13:00:00,24.3,50.4,101.19,14.7,63.5,476.0
Zone-B,2024-03-20 13:30:00,21.1,49.1,101.44,9.9,65.9,506.0
Zone-C,2024-03-20 14:00:00,24.1,48.9,101.53,12.4,63.6,521.0
Zone-A,2024-03-20 14:30:00,22.9,49.2,101.34,14.5,67.4,493.0
Zone-A,2024-03-20 15:00:00,21.7,53.0,101.34,17.0,72.5,401.0
Zone-C,2024-03-20 15:30:00,20.5,47.2,101.13,19.3,57.0,524.0
Zone-B,2024-03-20 16:00:00,19.7,50.1,101.35,17.7,64.2,491.0
Zone-A,2024-03-20 16:30:00,18.9,56.8,101.36,16.3,68.2,497.0
Zone-D,2024-03-20 17:00:00,22.6,52.1,101.01,16.6,71.2,587.0
Zone-D,2024-03-20 17:30:00,24.3,55.7,101.05,13.4,62.3,675.0
Zone-D,2024-03-20 18:00:00,22.4,45.8,101.08,15.3,60.9,593.0
Zone-A,2024-03-20 18:30:00,23.2,50.9,101.09,11.0,66.0,507.0
Zone-A,2024-03-20 19:00:00,20.1,49.8,101.29,17.2,71.3,396.0
Zone-C,2024-03-20 19:30:00,23.2,47.9,101.38,15.4,66.5,438.0
Zone-A,2024-03-20 20:00:00,23.5,50.1,101.58,19.8,65.7,549.0
Zone-C,2024-03-20 20:30:00,23.4,54.0,101.55,11.5,65.8,431.0
Zone-C,2024-03-20 21:00:00,21.2,48.6,101.42,14.3,64.5,550.0
Zone-B,2024-03-20 21:30:00,23.3,50.8,101.45,16.9,70.9,490.0
Zone-A,2024-03-20 22:00:00,20.9,50.6,101.11,13.9,66.4,475.0
Zone-A,2024-03-20 22:30:00,21.7,49.2,101.21,11.7,68.0,569.0
Zone-D,2024-03-20 23:00:00,23.4,52.8,101.22,15.5,62.7,493.0
Zone-D,2024-03-20 23:30:00,21.9,45.8,101.33,13.4,65.8,488.0
Zone-B,2024-03-21 00:00:00,22.5,52.1,101.05,14.0,63.1,559.0
Zone-B,2024-03-21 00:30:00,24.5,50.1,101.38,10.6,65.9,487.0
Zone-B,2024-03-21 01:00:00,24.0,49.3,101.14,11.0,65.5,473.0
Zone-B,2024-03-21 01:30:00,23.8,51.9,101.28,16.9,70.2,442.0
Zone-B,2024-03-21 02:00:00,21.0,55.8,101.15,17.0,68.6,499.0
Zone-B,2024-03-21 02:30:00,23.0,49.1,101.66,13.7,62.1,544.0
Zone-C,2024-03-21 03:00:00,23.1,50.4,101.31,13.5,62.8,470.0
Zone-A,2024-03-21 03:30:00,22.5,49.4,101.0,13.7,64.4,525.0
Zone-A,2024-03-21 04:00:00,22.4,55.3,101.1,16.7,66.9,514.0
Zone-C,2024-03-21 04:30:00,21.6,47.9,101.29,9.6,62.2,451.0
Zone-B,2024-03-21 05:00:00,22.8,51.9,101.09,11.1,60.6,549.0
Zone-B,2024-03-21 05:30:00,23.4,51.9,101.6,20.3,62.0,480.0
Zone-B,2024-03-21 06:00:00,23.2,41.7,101.25,17.9,64.0,537.0
Zone-B,2024-03-21 06:30:00,19.0,50.9,101.21,14.3,62.2,580.0
Zone-A,2024-03-21 07:00:00,22.1,50.4,101.71,12.2,65.4,466.0
Zone-C,2024-03-21 07:30:00,20.9,50.9,101.24,20.9,70.3,492.0
Zone-D,2024-03-21 08:00:00,19.7,49.1,101.51,12.3,69.8,529.0
Zone-B,2024-03-21 08:30:00,20.2,48.0,101.2,12.6,61.6,471.0
Zone-A,2024-03-21 09:00:00,21.4,53.9,101.39,16.5,66.0,460.0
Zone-A,2024-03-21 09:30:00,23.7,48.7,101.23,16.1,72.5,472.0
Zone-A,2024-03-21 10:00:00,19.6,50.9,101.44,13.7,63.2,436.0
Zone-A,2024-03-21 10:30:00,22.5,55.8,101.64,15.9,63.8,519.0
Zone-A,2024-03-21 11:00:00,21.5,48.1,101.33,18.8,64.4,490.0
Zone-B,2024-03-21 11:30:00,21.6,52.4,101.47,11.8,64.5,555.0
Zone-C,2024-03-21 12:00:00,21.5,54.2,101.44,20.3,64.1,535.0
Zone-C,2024-03-21 12:30:00,23.1,53.2,101.37,18.3,63.1,497.0
Zone-B,2024-03-21 13:00:00,19.8,49.2,101.13,16.0,68.0,528.0
